"mural_registration_id","artist_credit","artwork_title","media","year_installed","year_restored","location_description","street_address","zip","ward","affiliated_or_commissioning","description_of_artwork","community_areas","latitude","longitude","location"
"19074","Jesus ""Chucho"" Rodriguez","Wall of Hope",,"2010",,"San Jose Obrero Mission","1856 South Loomis","60608","25","Yollocalli Arts Reach","Yollocalli students, along with Chucho created a powerful a mural titled, ""Wall of Hope"" for the local Pilsen organization, San Jose Obrero Mission. The mural displays awareness and commitment to the community.","33","41.85615719","-87.66141803","POINT (-87.66141803 41.85615719)"
"19129","Tracy Van Duinen","I Will...",,,,,"4730 N Sheridan Rd","60640","46","Chicago Public Art Group","Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc.","31","41.96813738","-87.65495695","POINT (-87.65495695 41.96813738)"
"19344","A Zak","City Mindset",,"2020",,"The Wilson-Walden","1265 W Wilson Ave","60640","46",,,,"41.96525","-87.66192","POINT (-87.66192 41.96525)"
"19238","Caroline Brown","Wagnolia Beach",,"2019",,,"4600 N Magnolia Ave","60640","46",,,"3","41.96543519","-87.66117219","POINT (-87.66117219 41.96543519)"
"19106","Northwest
Arts
Connection with AnySquared Projects
Tracy Kostenbader, Rosa Pineda, and Holiday Gerry","Becoming","Paint","2017",,"Roscoe Ave at Kostner Ave","4400 W Roscoe St","60641","30","DCASE","Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, â€œWhat does urban renewal or urban evolution mean to this area?â€","16","41.94271413","-87.73722091","POINT (-87.73722091 41.94271413)"
"19245","Eduardo Kobra","Vivian Maier","Paint","2017",,,"1651-53 W North Ave","60622","2",,,"24","41.91049264","-87.66975616","POINT (-87.66975616 41.91049264)"
"19003","John Pitman Weber","Rompiendo Las Cadenas/Breaking the Chains",,"1971",,,"1458 N Rockwell St","60622","1","Chicago Public Art Group","Artist John Pitman Weber. 1971. This mural depicts ""community unity in their attempts to break the chains of poverty"". From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)","25","41.90834907","-87.69222102","POINT (-87.69222102 41.90834907)"
"19267","Marry Tonnu","Letter R",,"2019",,,"1668 N Ada St","60642","2","24",,,"41.91266881","-87.66224173","POINT (-87.66224173 41.91266881)"
"19361","Kyle the Creative 1","BUSY BOTS",,"2020",,"Uptown Ace Hardware","4654 N Broadway","60640","46","Uptown United",,,"41.9666343","-87.6586209","POINT (-87.6586209 41.9666343)"
"19206","Hector Duarte","Desenredando Fronteras (Unraveling Borders #2)","Paint","2017",,,"1306 S Michigan","60605","3","Wabash Arts Corridor","(Photo Credit: Sandra Steinbrecher)I relate everything with this theme to immigration. The butterfly flies from Canada to Mexico. The butterflies fly freely, and the human being does notï¿½they go and come back.","33","41.8655389","-87.62425739","POINT (-87.62425739 41.8655389)"
"19360","Molly Z","Grow and Flow",,"2020",,"The Public Barber","1319 W Wilson Avenue","60640","46","Uptown United",,,"41.9652373","-87.6633694","POINT (-87.6633694 41.9652373)"
"19426","Lea Pinsky, Dustin Harris","It Starts WithYou","Paint","2015",,"CTA viaduct wall","N Glenwood Ave & W Estes Ave","60626","49",,"In 2015, artists Dustin Harris and Lea Pinsky worked with a theme of Within/Without and they created a piece that addresses the relationship of oneself to the world.     In the center of the mural is a large, brightly painted abstract mandala that radiates waves of energy out the edges. Two statements frame the borders, ""Dig Deep Within"" and ""Give Love Now"".    As creative partners, husband and wife artists Dustin Harris and Lea Pinsky work together as Mix Masters Murals. They have a passion for working for and with communities to inspire public spaces with large-scale artworks. Since 2005 they have led numerous large-scale mural projects in schools, community centers, and public spaces around Chicago.","1","42.00851028","-87.66634348","POINT (-87.66634348 42.00851028)"
"19431","Diana Berek, Chiara Padgett, Juan-Carlos Perez","Patriotism in Everyday Life","Paint","2011",,"CTA embankment wall","W Lunt Ave & N Glenwood Ave","60626","49",,"In 2011, the Chicago-based arts collective COMIGO was selected to paint the east Glenwood wall from Morse to Lunt, responding to a local call for artists on the theme of “Patriotism in Everyday Life”.    COMIGO is Diana Berek, Chiara Padgett, and Juan-Carlos Perez, three Rogers Park artists who have had extensive experience in the visual arts as well as in mural and public arts. They first met when they worked on last year’s Mile of Murals project.    About their response to the theme and their design for the wall, the collective says, “The core of our understanding of Patriotism in Everyday Life resides in this culturally negotiated understanding of “freedom”, i.e. in the perceptions, contradictions, questions, problems and issues that for more than 200 years continue to be challenged and re-defined. It is embedded in a persistent struggle to define and achieve freedom. It is distinctly opposed to casting American values in bellicose chauvinism, or a belief in national superiority. The American narrative is one of a deep striving toward personal success and individual freedom within a social, economic and political fabric of shared liberty and rights. The movement towards these ideals has been rocky, sometimes heroic and enlightened, sometimes ugly and violent, but the vision continues to inspire.”","1","42.0086457","-87.66561428","POINT (-87.66561428 42.0086457)"
"19167","Jay Jasso","Passage of souls","Paint","2015",,"West side at building on Ridgeway","2598 S Ridgeway Ave","60623","22",,"Colorful indigenus style mural made with paint a journey from the living to the atler world with skulls.","30","41.84442031","-87.71860171","POINT (-87.71860171 41.84442031)"
"19033","Cyd Smillie with
Arts Alive Chicago","King of Peace","Painting","2018",,"Viaduct, West Wall","5804-5856 S Damen Ave","60636","15","DCASE","Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpassâ€”Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students.","65","41.7882892","-87.67428131","POINT (-87.67428131 41.7882892)"
"19035","Max Sansing","63rd and Infinity","Painting",,,"Boombox Englewood","833 West 63rd St","60621","16","DCASE","In creating the mural with spray paint for Boombox Englewood, Matt Sansing has depicted a silhouette of a different Chicago skyline, featuring elements within the surrounding blocks in Englewood. This location is one of four Boombox installations across the city managed by Latent Design. This project was realized in partnership with the People Plazas program of the Chicago Department of Transportationâ€™s Make Way for People initiative, and the Department of Planning and Developmentâ€™s Retail Thrive Zone program.","66","41.77962053","-87.6461237","POINT (-87.6461237 41.77962053)"
"19149","Cyd Smillie","Re:Thinking","Paint","2014",,"North sie of Ainslle east of Avondale Mile post 8.44 on UP","5299 W Ainslie St","60630","45",,"Painted mural on the north wall of Up/Metra underpass. It features a figure in blue with bobbles emanating from the head. Inside 30 of the bubbles are ï¿½scienceï¿½ images. As the mural extends outward from the center at both ends there is some digital code and finally the universe. This mural was funded by local businesses and painted with the help of community residence.","11","41.96912057","-87.75960758","POINT (-87.75960758 41.96912057)"
"19265","Marry Tonnu","Letter P",,"2019",,,"1765 N Elston Ave","60642","2","24",,,"41.91474261","-87.66497833","POINT (-87.66497833 41.91474261)"
"19046","Chema Skandal","Mother Nature","Spray + Brush","2017",,"Cyrus H. McCormick Elementary School","2712 South Sawyer Ave","60623","22","Yollocalli Arts Reach","This mural was created by Yollocalli Public Art Interns along with teaching Artists Chema Skandal and Joseph J. Mora. The mural depicts a girl surrounded by greenery and patterns, bringing life to the wall.","32","41.84224508","-87.706336","POINT (-87.706336 41.84224508)"
"19162","Cyd Smillie","The Dream","Paint","2016",,"both sides of the 400' long underpass on 35th","430 W 35th Street","60616","11",,"Arts Alive Chicago spearheaded this massive mural project on 35th street that included over 200 volunteers and community members painting Cyd Smillieï¿½s designs. The north wall, ï¿½The Dreamï¿½ traces the dreams of a baseball fan learning how to play the game, hit the winning homerun and celebrating with a parade. This mural includes images of local architectural landmarks, the Sox mascot and long time organ player and many others.","34","41.83097343","-87.63749845","POINT (-87.63749845 41.83097343)"
"19280","Justin Weidl","Uptown Love",,"2019",,"Cornerstone Community Outreach","4615 N Clifton Ave","60640","46",,,,"41.96589726","-87.65871665","POINT (-87.65871665 41.96589726)"
"19065","Rahmaan Statik","Beacon of Light",,"2006",,,"2153 South Millard Ave","60623","24","Chicago Public Art Group",,"30","41.85244347","-87.71609412","POINT (-87.71609412 41.85244347)"
"19181","Darryll Schiff","Descending To Heavan","Paint","2015",,,"710 S Wabash","60605","4","Wabash Arts Corridor","The vinyl mural is 24 x 56 photograph entitled ï¿½Descending to Heaven.ï¿½ Schiffï¿½s project was completely funded with a Kickstarter campaign by the people within the community and will help add to WAC and Chicagoï¿½s growing artistic reputation. The piece is a reimagining of Jitish Kallatï¿½sï¿½Public Notice 3,ï¿½based on comments regarding the evolution and devolution of religious tolerance over the last two centuries.","32","41.87291134","-87.62610847","POINT (-87.62610847 41.87291134)"
"19297","EELCO","untitled",,"2017",,"Chicago Truborn","1741 W Chicago Ave","60622","1",,"faï¿½ade mural",,"41.89589515","-87.67140623","POINT (-87.67140623 41.89589515)"
"19018","Rahmann Statik, Damon Lamar Reed, Max Sansing, Bernard Williams","Woodlawn Works","Paint","2015",,"66th and 67th and Dorchester","1401 East Marquette Road","60637","5","Chicago Public Art Group",,"9","41.77501949","-87.59105335","POINT (-87.59105335 41.77501949)"
"19446","Frank Quintero","Frank Quintero Mural","Paint","2021",,"1440 N Ashland on wall above Carnicerias Guanajuato","1440 N Ashland Ave","60622","1","WPB SSA #33","The large, grinning green face of a fun creature looks out happily over Ashland Avenue from above Carnicerias Guanajuato. The mural is painted on the south-facing brick wall of 1440 N Ashland Ave and is the creation of Chicago artist Frank Quintero.","24","-87.66776837","41.90824936","POINT (41.90824936 -87.66776837)"
"19150","Afrokilla",,"Paint","2018",,"Cards Against Humanity HQ","1551 W Homer St","60642","2","Cards Against Humanity HQ","Afrokilla is a Chicago-based artist jamming out public art murals, live painting at events, and creating art pieces with raw, colorful expression that bursts out of every piece.","22","41.91720864","-87.66683738","POINT (-87.66683738 41.91720864)"
"19376","Emmy Star Brown","Bend","Paint","2021",,"Wall in the Parking Lot of the Kimball Art Center","1757 N Kimball Ave","60647","26","JoHalla Projects","A colorful design with overlapping and interacting elements that align with themes of community, connection, and collaboration.",,"41.91347166","-87.71164696","POINT (-87.71164696 41.91347166)"
